date,period,year,quarter,series,region,property_type,pct_1m,pct_12m,pct_3m,index
2007-04-01,2007-04,2007,2007Q2,Dublin - all residential properties,Dublin,All residential,0.2,12.4,-0.2,158.8
2007-04-01,2007-04,2007,2007Q2,Dublin - apartments,Dublin,Apartments,-2.1,8.0,-2.9,178.0
2007-04-01,2007-04,2007,2007Q2,Dublin - houses,Dublin,Houses,1.2,14.4,1.1,154.7
2007-04-01,2007-04,2007,2007Q2,National - all residential properties,National,All residential,0.4,13.1,1.0,163.6
2007-04-01,2007-04,2007,2007Q2,National - apartments,National,Apartments,-0.8,9.7,-0.8,189.4
2007-04-01,2007-04,2007,2007Q2,National - houses,National,Houses,0.7,13.9,1.5,160.0
2007-04-01,2007-04,2007,2007Q2,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.5,13.5,1.7,183.6
2007-04-01,2007-04,2007,2007Q2,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.7,9.8,1.2,238.6
2007-04-01,2007-04,2007,2007Q2,National excluding Dublin - houses,National excluding Dublin,Houses,0.4,13.7,1.7,180.6
2007-05-01,2007-05,2007,2007Q2,Dublin - all residential properties,Dublin,All residential,-1.0,8.4,-1.7,157.2
2007-05-01,2007-05,2007,2007Q2,Dublin - apartments,Dublin,Apartments,0.9,7.3,-2.9,179.6
2007-05-01,2007-05,2007,2007Q2,Dublin - houses,Dublin,Houses,-1.9,9.1,-1.1,151.7
2007-05-01,2007-05,2007,2007Q2,National - all residential properties,National,All residential,-0.3,10.5,0.2,163.1
2007-05-01,2007-05,2007,2007Q2,National - apartments,National,Apartments,0.4,8.7,-1.1,190.3
2007-05-01,2007-05,2007,2007Q2,National - houses,National,Houses,-0.6,11.0,0.5,159.2
2007-05-01,2007-05,2007,2007Q2,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.1,11.6,1.3,183.7
2007-05-01,2007-05,2007,2007Q2,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.3,9.2,1.4,239.4
2007-05-01,2007-05,2007,2007Q2,National excluding Dublin - houses,National excluding Dublin,Houses,0.0,11.8,1.3,180.7
2007-06-01,2007-06,2007,2007Q2,Dublin - all residential properties,Dublin,All residential,0.2,6.0,-0.5,157.6
2007-06-01,2007-06,2007,2007Q2,Dublin - apartments,Dublin,Apartments,-0.6,5.2,-1.7,178.6
2007-06-01,2007-06,2007,2007Q2,Dublin - houses,Dublin,Houses,0.4,6.4,-0.3,152.4
2007-06-01,2007-06,2007,2007Q2,National - all residential properties,National,All residential,-0.2,8.3,-0.1,162.7
2007-06-01,2007-06,2007,2007Q2,National - apartments,National,Apartments,-0.3,7.2,-0.7,189.7
2007-06-01,2007-06,2007,2007Q2,National - houses,National,Houses,-0.2,8.6,-0.1,158.8
2007-06-01,2007-06,2007,2007Q2,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-0.4,9.6,0.1,182.9
2007-06-01,2007-06,2007,2007Q2,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.4,9.1,1.5,240.3
2007-06-01,2007-06,2007,2007Q2,National excluding Dublin - houses,National excluding Dublin,Houses,-0.5,9.6,0.0,179.8
2007-07-01,2007-07,2007,2007Q3,Dublin - all residential properties,Dublin,All residential,0.6,3.3,-0.2,158.5
2007-07-01,2007-07,2007,2007Q3,Dublin - apartments,Dublin,Apartments,0.0,3.8,0.4,178.6
2007-07-01,2007-07,2007,2007Q3,Dublin - houses,Dublin,Houses,0.7,3.2,-0.9,153.4
2007-07-01,2007-07,2007,2007Q3,National - all residential properties,National,All residential,0.3,6.2,-0.3,163.2
2007-07-01,2007-07,2007,2007Q3,National - apartments,National,Apartments,-0.5,5.4,-0.4,188.7
2007-07-01,2007-07,2007,2007Q3,National - houses,National,Houses,0.4,6.5,-0.4,159.4
2007-07-01,2007-07,2007,2007Q3,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.1,7.9,-0.3,183.1
2007-07-01,2007-07,2007,2007Q3,National excluding Dublin - apartments,National excluding Dublin,Apartments,-1.2,6.3,-0.5,237.3
2007-07-01,2007-07,2007,2007Q3,National excluding Dublin - houses,National excluding Dublin,Houses,0.2,8.0,-0.2,180.2
2007-08-01,2007-08,2007,2007Q3,Dublin - all residential properties,Dublin,All residential,-0.5,-0.2,0.3,157.7
2007-08-01,2007-08,2007,2007Q3,Dublin - apartments,Dublin,Apartments,0.0,1.0,-0.6,178.5
2007-08-01,2007-08,2007,2007Q3,Dublin - houses,Dublin,Houses,-0.7,-0.4,0.4,152.3
2007-08-01,2007-08,2007,2007Q3,National - all residential properties,National,All residential,-0.2,3.7,-0.1,162.8
2007-08-01,2007-08,2007,2007Q3,National - apartments,National,Apartments,-0.2,3.2,-1.0,188.3
2007-08-01,2007-08,2007,2007Q3,National - houses,National,Houses,-0.2,3.9,-0.1,159.0
2007-08-01,2007-08,2007,2007Q3,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.0,5.9,-0.4,183.0
2007-08-01,2007-08,2007,2007Q3,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.0,5.2,-0.9,237.3
2007-08-01,2007-08,2007,2007Q3,National excluding Dublin - houses,National excluding Dublin,Houses,0.0,6.0,-0.3,180.2
2007-09-01,2007-09,2007,2007Q3,Dublin - all residential properties,Dublin,All residential,0.2,-0.2,0.2,157.9
2007-09-01,2007-09,2007,2007Q3,Dublin - apartments,Dublin,Apartments,-0.9,-1.6,-1.0,176.9
2007-09-01,2007-09,2007,2007Q3,Dublin - houses,Dublin,Houses,0.7,0.4,0.6,153.3
2007-09-01,2007-09,2007,2007Q3,National - all residential properties,National,All residential,0.0,2.8,0.1,162.9
2007-09-01,2007-09,2007,2007Q3,National - apartments,National,Apartments,-0.7,0.8,-1.4,187.1
2007-09-01,2007-09,2007,2007Q3,National - houses,National,Houses,0.1,3.3,0.3,159.2
2007-09-01,2007-09,2007,2007Q3,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-0.1,4.6,0.0,182.9
2007-09-01,2007-09,2007,2007Q3,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.0,3.3,-1.2,237.3
2007-09-01,2007-09,2007,2007Q3,National excluding Dublin - houses,National excluding Dublin,Houses,-0.1,4.7,0.1,180.0
2007-10-01,2007-10,2007,2007Q4,Dublin - all residential properties,Dublin,All residential,0.0,-0.8,-0.3,158.0
2007-10-01,2007-10,2007,2007Q4,Dublin - apartments,Dublin,Apartments,-0.5,-2.0,-1.4,176.0
2007-10-01,2007-10,2007,2007Q4,Dublin - houses,Dublin,Houses,0.2,-0.3,0.2,153.7
2007-10-01,2007-10,2007,2007Q4,National - all residential properties,National,All residential,-0.3,1.9,-0.5,162.4
2007-10-01,2007-10,2007,2007Q4,National - apartments,National,Apartments,-0.3,-0.2,-1.2,186.5
2007-10-01,2007-10,2007,2007Q4,National - houses,National,Houses,-0.3,2.3,-0.4,158.7
2007-10-01,2007-10,2007,2007Q4,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-0.5,3.5,-0.5,182.1
2007-10-01,2007-10,2007,2007Q4,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.4,2.1,0.4,238.3
2007-10-01,2007-10,2007,2007Q4,National excluding Dublin - houses,National excluding Dublin,Houses,-0.6,3.6,-0.7,179.0
2007-11-01,2007-11,2007,2007Q4,Dublin - all residential properties,Dublin,All residential,-0.9,-1.3,-0.7,156.6
2007-11-01,2007-11,2007,2007Q4,Dublin - apartments,Dublin,Apartments,-1.0,-3.4,-2.3,174.3
2007-11-01,2007-11,2007,2007Q4,Dublin - houses,Dublin,Houses,-0.8,-0.6,0.1,152.4
2007-11-01,2007-11,2007,2007Q4,National - all residential properties,National,All residential,0.0,1.9,-0.3,162.3
2007-11-01,2007-11,2007,2007Q4,National - apartments,National,Apartments,-0.6,-1.3,-1.5,185.4
2007-11-01,2007-11,2007,2007Q4,National - houses,National,Houses,0.0,2.3,-0.1,158.8
2007-11-01,2007-11,2007,2007Q4,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.4,3.7,-0.1,182.8
2007-11-01,2007-11,2007,2007Q4,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.4,2.9,0.8,239.3
2007-11-01,2007-11,2007,2007Q4,National excluding Dublin - houses,National excluding Dublin,Houses,0.4,3.7,-0.2,179.7
2007-12-01,2007-12,2007,2007Q4,Dublin - all residential properties,Dublin,All residential,-1.3,-2.7,-2.1,154.6
2007-12-01,2007-12,2007,2007Q4,Dublin - apartments,Dublin,Apartments,1.0,-2.9,-0.4,176.1
2007-12-01,2007-12,2007,2007Q4,Dublin - houses,Dublin,Houses,-2.2,-2.9,-2.8,149.0
2007-12-01,2007-12,2007,2007Q4,National - all residential properties,National,All residential,-0.6,0.5,-0.9,161.4
2007-12-01,2007-12,2007,2007Q4,National - apartments,National,Apartments,0.1,-1.8,-0.8,185.6
2007-12-01,2007-12,2007,2007Q4,National - houses,National,Houses,-0.7,0.7,-1.0,157.6
2007-12-01,2007-12,2007,2007Q4,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-0.2,2.3,-0.3,182.5
2007-12-01,2007-12,2007,2007Q4,National excluding Dublin - apartments,National excluding Dublin,Apartments,-1.0,1.7,-0.1,237.0
2007-12-01,2007-12,2007,2007Q4,National excluding Dublin - houses,National excluding Dublin,Houses,-0.1,2.3,-0.3,179.5
2008-01-01,2008-01,2008,2008Q1,Dublin - all residential properties,Dublin,All residential,-2.3,-5.1,-4.4,151.1
2008-01-01,2008-01,2008,2008Q1,Dublin - apartments,Dublin,Apartments,-0.3,-4.2,-0.3,175.6
2008-01-01,2008-01,2008,2008Q1,Dublin - houses,Dublin,Houses,-3.0,-5.5,-6.0,144.5
2008-01-01,2008-01,2008,2008Q1,National - all residential properties,National,All residential,-0.9,-1.2,-1.5,160.0
2008-01-01,2008-01,2008,2008Q1,National - apartments,National,Apartments,-0.8,-3.6,-1.3,184.1
2008-01-01,2008-01,2008,2008Q1,National - houses,National,Houses,-0.8,-0.9,-1.5,156.3
2008-01-01,2008-01,2008,2008Q1,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-0.2,0.9,0.0,182.2
2008-01-01,2008-01,2008,2008Q1,National excluding Dublin - apartments,National excluding Dublin,Apartments,-2.0,-1.4,-2.6,232.3
2008-01-01,2008-01,2008,2008Q1,National excluding Dublin - houses,National excluding Dublin,Houses,0.0,1.1,0.3,179.6
2008-02-01,2008-02,2008,2008Q1,Dublin - all residential properties,Dublin,All residential,-0.6,-6.1,-4.1,150.2
2008-02-01,2008-02,2008,2008Q1,Dublin - apartments,Dublin,Apartments,0.5,-4.7,1.2,176.4
2008-02-01,2008-02,2008,2008Q1,Dublin - houses,Dublin,Houses,-1.0,-6.7,-6.1,143.1
2008-02-01,2008-02,2008,2008Q1,National - all residential properties,National,All residential,-0.9,-2.5,-2.3,158.6
2008-02-01,2008-02,2008,2008Q1,National - apartments,National,Apartments,-0.4,-4.6,-1.1,183.4
2008-02-01,2008-02,2008,2008Q1,National - houses,National,Houses,-1.0,-2.2,-2.5,154.8
2008-02-01,2008-02,2008,2008Q1,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-1.0,-0.6,-1.4,180.3
2008-02-01,2008-02,2008,2008Q1,National excluding Dublin - apartments,National excluding Dublin,Apartments,-2.0,-3.6,-4.9,227.7
2008-02-01,2008-02,2008,2008Q1,National excluding Dublin - houses,National excluding Dublin,Houses,-0.9,-0.3,-1.0,178.0
2008-03-01,2008-03,2008,2008Q1,Dublin - all residential properties,Dublin,All residential,-0.5,-5.7,-3.3,149.5
2008-03-01,2008-03,2008,2008Q1,Dublin - apartments,Dublin,Apartments,-0.2,-3.1,0.0,176.0
2008-03-01,2008-03,2008,2008Q1,Dublin - houses,Dublin,Houses,-0.5,-6.8,-4.5,142.4
2008-03-01,2008-03,2008,2008Q1,National - all residential properties,National,All residential,-0.8,-3.5,-2.6,157.3
2008-03-01,2008-03,2008,2008Q1,National - apartments,National,Apartments,0.0,-4.0,-1.2,183.3
2008-03-01,2008-03,2008,2008Q1,National - houses,National,Houses,-1.1,-3.6,-2.8,153.2
2008-03-01,2008-03,2008,2008Q1,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-1.0,-2.3,-2.2,178.5
2008-03-01,2008-03,2008,2008Q1,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.6,-3.3,-3.4,229.1
2008-03-01,2008-03,2008,2008Q1,National excluding Dublin - houses,National excluding Dublin,Houses,-1.2,-2.2,-2.1,175.8
2008-04-01,2008-04,2008,2008Q2,Dublin - all residential properties,Dublin,All residential,0.0,-5.9,-1.1,149.5
2008-04-01,2008-04,2008,2008Q2,Dublin - apartments,Dublin,Apartments,-1.4,-2.5,-1.1,173.6
2008-04-01,2008-04,2008,2008Q2,Dublin - houses,Dublin,Houses,0.9,-7.2,-0.6,143.6
2008-04-01,2008-04,2008,2008Q2,National - all residential properties,National,All residential,-0.9,-4.7,-2.6,155.9
2008-04-01,2008-04,2008,2008Q2,National - apartments,National,Apartments,-1.2,-4.4,-1.6,181.1
2008-04-01,2008-04,2008,2008Q2,National - houses,National,Houses,-0.7,-4.9,-2.7,152.1
2008-04-01,2008-04,2008,2008Q2,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-1.3,-4.0,-3.2,176.3
2008-04-01,2008-04,2008,2008Q2,National excluding Dublin - apartments,National excluding Dublin,Apartments,-1.6,-5.5,-3.0,225.4
2008-04-01,2008-04,2008,2008Q2,National excluding Dublin - houses,National excluding Dublin,Houses,-1.2,-3.9,-3.3,173.7
2008-05-01,2008-05,2008,2008Q2,Dublin - all residential properties,Dublin,All residential,0.0,-4.9,-0.5,149.5
2008-05-01,2008-05,2008,2008Q2,Dublin - apartments,Dublin,Apartments,-2.6,-5.9,-4.2,169.0
2008-05-01,2008-05,2008,2008Q2,Dublin - houses,Dublin,Houses,1.6,-3.8,2.0,145.9
2008-05-01,2008-05,2008,2008Q2,National - all residential properties,National,All residential,-1.1,-5.4,-2.8,154.2
2008-05-01,2008-05,2008,2008Q2,National - apartments,National,Apartments,-2.0,-6.7,-3.2,177.6
2008-05-01,2008-05,2008,2008Q2,National - houses,National,Houses,-0.7,-5.1,-2.5,151.0
2008-05-01,2008-05,2008,2008Q2,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-1.6,-5.6,-3.8,173.4
2008-05-01,2008-05,2008,2008Q2,National excluding Dublin - apartments,National excluding Dublin,Apartments,-2.2,-7.9,-3.2,220.4
2008-05-01,2008-05,2008,2008Q2,National excluding Dublin - houses,National excluding Dublin,Houses,-1.5,-5.4,-3.9,171.0
2008-06-01,2008-06,2008,2008Q2,Dublin - all residential properties,Dublin,All residential,-1.0,-6.0,-1.0,148.1
2008-06-01,2008-06,2008,2008Q2,Dublin - apartments,Dublin,Apartments,-2.5,-7.8,-6.4,164.8
2008-06-01,2008-06,2008,2008Q2,Dublin - houses,Dublin,Houses,-0.2,-4.4,2.3,145.6
2008-06-01,2008-06,2008,2008Q2,National - all residential properties,National,All residential,-1.0,-6.1,-2.9,152.7
2008-06-01,2008-06,2008,2008Q2,National - apartments,National,Apartments,-1.4,-7.7,-4.5,175.0
2008-06-01,2008-06,2008,2008Q2,National - houses,National,Houses,-0.9,-5.7,-2.3,149.7
2008-06-01,2008-06,2008,2008Q2,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-1.0,-6.1,-3.8,171.8
2008-06-01,2008-06,2008,2008Q2,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.2,-8.1,-3.6,220.8
2008-06-01,2008-06,2008,2008Q2,National excluding Dublin - houses,National excluding Dublin,Houses,-1.1,-6.0,-3.8,169.1
2008-07-01,2008-07,2008,2008Q3,Dublin - all residential properties,Dublin,All residential,-1.2,-7.7,-2.2,146.2
2008-07-01,2008-07,2008,2008Q3,Dublin - apartments,Dublin,Apartments,-1.8,-9.4,-6.8,161.8
2008-07-01,2008-07,2008,2008Q3,Dublin - houses,Dublin,Houses,-1.2,-6.1,0.2,144.0
2008-07-01,2008-07,2008,2008Q3,National - all residential properties,National,All residential,-0.6,-6.9,-2.6,151.8
2008-07-01,2008-07,2008,2008Q3,National - apartments,National,Apartments,-1.2,-8.4,-4.6,172.9
2008-07-01,2008-07,2008,2008Q3,National - houses,National,Houses,-0.5,-6.6,-2.1,148.9
2008-07-01,2008-07,2008,2008Q3,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-0.3,-6.4,-2.8,171.3
2008-07-01,2008-07,2008,2008Q3,National excluding Dublin - apartments,National excluding Dublin,Apartments,-0.1,-7.0,-2.1,220.7
2008-07-01,2008-07,2008,2008Q3,National excluding Dublin - houses,National excluding Dublin,Houses,-0.3,-6.5,-3.0,168.5
2008-08-01,2008-08,2008,2008Q3,Dublin - all residential properties,Dublin,All residential,-1.4,-8.6,-3.6,144.2
2008-08-01,2008-08,2008,2008Q3,Dublin - apartments,Dublin,Apartments,-1.9,-11.1,-6.1,158.7
2008-08-01,2008-08,2008,2008Q3,Dublin - houses,Dublin,Houses,-1.3,-6.7,-2.6,142.1
2008-08-01,2008-08,2008,2008Q3,National - all residential properties,National,All residential,-1.0,-7.7,-2.5,150.3
2008-08-01,2008-08,2008,2008Q3,National - apartments,National,Apartments,-1.7,-9.7,-4.2,170.0
2008-08-01,2008-08,2008,2008Q3,National - houses,National,Houses,-0.9,-7.2,-2.3,147.5
2008-08-01,2008-08,2008,2008Q3,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-0.8,-7.2,-2.1,169.9
2008-08-01,2008-08,2008,2008Q3,National excluding Dublin - apartments,National excluding Dublin,Apartments,-1.2,-8.1,-1.0,218.2
2008-08-01,2008-08,2008,2008Q3,National excluding Dublin - houses,National excluding Dublin,Houses,-0.8,-7.2,-2.2,167.2
2008-09-01,2008-09,2008,2008Q3,Dublin - all residential properties,Dublin,All residential,-3.4,-11.8,-5.9,139.3
2008-09-01,2008-09,2008,2008Q3,Dublin - apartments,Dublin,Apartments,-3.2,-13.1,-6.8,153.6
2008-09-01,2008-09,2008,2008Q3,Dublin - houses,Dublin,Houses,-3.5,-10.5,-5.9,137.1
2008-09-01,2008-09,2008,2008Q3,National - all residential properties,National,All residential,-1.3,-8.9,-2.9,148.3
2008-09-01,2008-09,2008,2008Q3,National - apartments,National,Apartments,-1.8,-10.8,-4.6,166.9
2008-09-01,2008-09,2008,2008Q3,National - houses,National,Houses,-1.2,-8.5,-2.7,145.7
2008-09-01,2008-09,2008,2008Q3,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-0.3,-7.5,-1.5,169.3
2008-09-01,2008-09,2008,2008Q3,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.8,-7.4,-0.5,219.8
2008-09-01,2008-09,2008,2008Q3,National excluding Dublin - houses,National excluding Dublin,Houses,-0.5,-7.5,-1.6,166.4
2008-10-01,2008-10,2008,2008Q4,Dublin - all residential properties,Dublin,All residential,-3.5,-14.9,-8.1,134.4
2008-10-01,2008-10,2008,2008Q4,Dublin - apartments,Dublin,Apartments,-5.5,-17.5,-10.3,145.2
2008-10-01,2008-10,2008,2008Q4,Dublin - houses,Dublin,Houses,-2.4,-12.9,-7.0,133.9
2008-10-01,2008-10,2008,2008Q4,National - all residential properties,National,All residential,-2.2,-10.7,-4.5,145.1
2008-10-01,2008-10,2008,2008Q4,National - apartments,National,Apartments,-3.8,-13.9,-7.1,160.6
2008-10-01,2008-10,2008,2008Q4,National - houses,National,Houses,-1.7,-9.7,-3.8,143.3
2008-10-01,2008-10,2008,2008Q4,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-1.6,-8.5,-2.7,166.6
2008-10-01,2008-10,2008,2008Q4,National excluding Dublin - apartments,National excluding Dublin,Apartments,-2.7,-10.3,-3.1,213.9
2008-10-01,2008-10,2008,2008Q4,National excluding Dublin - houses,National excluding Dublin,Houses,-1.4,-8.4,-2.7,164.1
2008-11-01,2008-11,2008,2008Q4,Dublin - all residential properties,Dublin,All residential,-2.8,-16.6,-9.4,130.6
2008-11-01,2008-11,2008,2008Q4,Dublin - apartments,Dublin,Apartments,-3.6,-19.7,-11.8,139.9
2008-11-01,2008-11,2008,2008Q4,Dublin - houses,Dublin,Houses,-2.6,-14.4,-8.1,130.5
2008-11-01,2008-11,2008,2008Q4,National - all residential properties,National,All residential,-1.8,-12.2,-5.2,142.5
2008-11-01,2008-11,2008,2008Q4,National - apartments,National,Apartments,-3.0,-16.0,-8.4,155.8
2008-11-01,2008-11,2008,2008Q4,National - houses,National,Houses,-1.6,-11.2,-4.4,141.1
2008-11-01,2008-11,2008,2008Q4,National excluding Dublin - all residential properties,National excluding Dublin,All residential,-1.3,-10.1,-3.2,164.4
2008-11-01,2008-11,2008,2008Q4,National excluding Dublin - apartments,National excluding Dublin,Apartments,-2.1,-12.5,-4.0,209.3
2008-11-01,2008-11,2008,2008Q4,National excluding Dublin - houses,National excluding Dublin,Houses,-1.2,-9.8,-3.1,162.1
2008-12-01,2008-12,2008,2008Q4,Dublin - all residential properties,Dublin,All residential,-2.0,-17.2,-8.1,128.0
2008-12-01,2008-12,2008,2008Q4,Dublin - apartments,Dublin,Apartments,-2.4,-22.4,-11.1,136.6
2008-12-01,2008-12,2008,2008Q4,Dublin - houses,Dublin,Houses,-2.2,-14.4,-6.9,127.6
