date,period,series,region,property_type,index,pct_1m,pct_3m,pct_12m
2022-05-01,2022-05,Mid-West - houses,Mid-West,Houses,179.3,1.1,0.6,11.5
2022-05-01,2022-05,Midland - houses,Midland,Houses,197.4,1.5,2.1,18.4
2022-05-01,2022-05,National - all residential properties,National,All residential,161.7,0.7,1.6,14.4
2022-05-01,2022-05,National - apartments,National,Apartments,163.0,0.4,1.4,12.6
2022-05-01,2022-05,National - houses,National,Houses,161.9,0.8,1.6,14.6
2022-05-01,2022-05,National excluding Dublin - all residential properties,National excluding Dublin,All residential,179.7,0.8,1.9,16.7
2022-05-01,2022-05,National excluding Dublin - apartments,National excluding Dublin,Apartments,203.3,0.9,2.0,14.0
2022-05-01,2022-05,National excluding Dublin - houses,National excluding Dublin,Houses,177.9,0.7,1.9,16.9
2022-05-01,2022-05,South Dublin - houses,South Dublin,Houses,142.3,0.7,2.2,10.4
2022-05-01,2022-05,South-East - houses,South-East,Houses,184.8,1.2,2.6,21.7
2022-05-01,2022-05,South-West - houses,South-West,Houses,176.8,0.2,2.2,17.4
2022-05-01,2022-05,West - houses,West,Houses,206.0,1.5,2.7,17.4
2022-06-01,2022-06,Border - houses,Border,Houses,191.3,0.4,1.4,20.1
2022-06-01,2022-06,Dublin - all residential properties,Dublin,All residential,146.6,1.2,2.1,11.4
2022-06-01,2022-06,Dublin - apartments,Dublin,Apartments,149.3,0.9,1.5,10.9
2022-06-01,2022-06,Dublin - houses,Dublin,Houses,146.4,1.2,2.2,11.5
2022-06-01,2022-06,Dublin City - houses,Dublin City,Houses,147.9,0.9,2.0,12.8
2022-06-01,2022-06,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,142.8,1.6,2.4,9.9
2022-06-01,2022-06,Fingal - houses,Fingal,Houses,144.6,1.1,1.4,12.5
2022-06-01,2022-06,Mid-East - houses,Mid-East,Houses,164.0,1.4,2.4,15.4
2022-06-01,2022-06,Mid-West - houses,Mid-West,Houses,181.2,1.0,1.3,11.9
2022-06-01,2022-06,Midland - houses,Midland,Houses,200.3,1.5,3.1,17.4
2022-06-01,2022-06,National - all residential properties,National,All residential,163.4,1.1,2.2,14.0
2022-06-01,2022-06,National - apartments,National,Apartments,164.3,0.8,1.7,11.8
2022-06-01,2022-06,National - houses,National,Houses,163.6,1.1,2.2,14.3
2022-06-01,2022-06,National excluding Dublin - all residential properties,National excluding Dublin,All residential,181.5,1.0,2.3,16.0
2022-06-01,2022-06,National excluding Dublin - apartments,National excluding Dublin,Apartments,204.2,0.4,2.1,14.0
2022-06-01,2022-06,National excluding Dublin - houses,National excluding Dublin,Houses,179.7,1.0,2.3,16.2
2022-06-01,2022-06,South Dublin - houses,South Dublin,Houses,144.5,1.6,3.2,10.7
2022-06-01,2022-06,South-East - houses,South-East,Houses,185.1,0.2,2.2,19.1
2022-06-01,2022-06,South-West - houses,South-West,Houses,178.1,0.7,2.6,14.6
2022-06-01,2022-06,West - houses,West,Houses,208.7,1.3,2.5,19.3
2022-07-01,2022-07,Border - houses,Border,Houses,192.4,0.6,0.7,17.9
2022-07-01,2022-07,Dublin - all residential properties,Dublin,All residential,147.8,0.8,2.7,10.7
2022-07-01,2022-07,Dublin - apartments,Dublin,Apartments,149.9,0.4,1.5,9.5
2022-07-01,2022-07,Dublin - houses,Dublin,Houses,147.8,0.9,3.0,11.0
2022-07-01,2022-07,Dublin City - houses,Dublin City,Houses,149.2,0.9,2.4,12.3
2022-07-01,2022-07,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,144.6,1.3,4.2,9.7
2022-07-01,2022-07,Fingal - houses,Fingal,Houses,144.9,0.2,2.0,11.5
2022-07-01,2022-07,Mid-East - houses,Mid-East,Houses,165.7,1.1,3.1,15.0
2022-07-01,2022-07,Mid-West - houses,Mid-West,Houses,185.1,2.2,4.4,11.6
2022-07-01,2022-07,Midland - houses,Midland,Houses,202.2,0.9,3.9,16.4
2022-07-01,2022-07,National - all residential properties,National,All residential,165.0,1.0,2.8,13.1
2022-07-01,2022-07,National - apartments,National,Apartments,165.0,0.4,1.6,10.5
2022-07-01,2022-07,National - houses,National,Houses,165.3,1.0,2.9,13.5
2022-07-01,2022-07,National excluding Dublin - all residential properties,National excluding Dublin,All residential,183.4,1.1,2.8,15.1
2022-07-01,2022-07,National excluding Dublin - apartments,National excluding Dublin,Apartments,205.5,0.6,2.0,12.8
2022-07-01,2022-07,National excluding Dublin - houses,National excluding Dublin,Houses,181.7,1.1,2.9,15.3
2022-07-01,2022-07,South Dublin - houses,South Dublin,Houses,146.6,1.5,3.8,9.7
2022-07-01,2022-07,South-East - houses,South-East,Houses,187.3,1.2,2.6,18.0
2022-07-01,2022-07,South-West - houses,South-West,Houses,179.1,0.5,1.5,13.0
2022-07-01,2022-07,West - houses,West,Houses,212.0,1.6,4.4,18.6
2022-08-01,2022-08,Border - houses,Border,Houses,192.9,0.3,1.3,14.9
2022-08-01,2022-08,Dublin - all residential properties,Dublin,All residential,149.6,1.2,3.2,9.8
2022-08-01,2022-08,Dublin - apartments,Dublin,Apartments,151.4,1.0,2.3,8.8
2022-08-01,2022-08,Dublin - houses,Dublin,Houses,149.7,1.3,3.5,10.0
2022-08-01,2022-08,Dublin City - houses,Dublin City,Houses,149.8,0.4,2.2,10.5
2022-08-01,2022-08,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,147.4,1.9,4.9,9.4
2022-08-01,2022-08,Fingal - houses,Fingal,Houses,146.9,1.4,2.7,10.0
2022-08-01,2022-08,Mid-East - houses,Mid-East,Houses,166.8,0.7,3.2,13.6
2022-08-01,2022-08,Mid-West - houses,Mid-West,Houses,187.5,1.3,4.6,11.2
2022-08-01,2022-08,Midland - houses,Midland,Houses,203.9,0.9,3.3,15.1
2022-08-01,2022-08,National - all residential properties,National,All residential,166.7,1.1,3.1,11.8
2022-08-01,2022-08,National - apartments,National,Apartments,166.3,0.8,2.1,9.8
2022-08-01,2022-08,National - houses,National,Houses,167.1,1.1,3.3,12.1
2022-08-01,2022-08,National excluding Dublin - all residential properties,National excluding Dublin,All residential,185.1,0.9,3.0,13.5
2022-08-01,2022-08,National excluding Dublin - apartments,National excluding Dublin,Apartments,206.3,0.4,1.5,12.0
2022-08-01,2022-08,National excluding Dublin - houses,National excluding Dublin,Houses,183.4,1.0,3.1,13.6
2022-08-01,2022-08,South Dublin - houses,South Dublin,Houses,149.5,1.9,5.1,10.1
2022-08-01,2022-08,South-East - houses,South-East,Houses,190.7,1.8,3.2,15.1
2022-08-01,2022-08,South-West - houses,South-West,Houses,180.4,0.7,2.0,10.7
2022-08-01,2022-08,West - houses,West,Houses,215.5,1.6,4.6,18.2
2022-09-01,2022-09,Border - houses,Border,Houses,193.9,0.5,1.4,12.7
2022-09-01,2022-09,Dublin - all residential properties,Dublin,All residential,150.9,0.8,2.9,9.2
2022-09-01,2022-09,Dublin - apartments,Dublin,Apartments,151.8,0.3,1.7,7.4
2022-09-01,2022-09,Dublin - houses,Dublin,Houses,151.1,1.0,3.2,9.7
2022-09-01,2022-09,Dublin City - houses,Dublin City,Houses,151.0,0.8,2.1,9.5
2022-09-01,2022-09,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,148.4,0.7,3.9,9.4
2022-09-01,2022-09,Fingal - houses,Fingal,Houses,148.8,1.3,2.9,9.7
2022-09-01,2022-09,Mid-East - houses,Mid-East,Houses,167.3,0.3,2.1,12.1
2022-09-01,2022-09,Mid-West - houses,Mid-West,Houses,188.3,0.4,3.9,11.0
2022-09-01,2022-09,Midland - houses,Midland,Houses,204.0,0.0,1.8,13.7
2022-09-01,2022-09,National - all residential properties,National,All residential,167.7,0.6,2.6,10.7
2022-09-01,2022-09,National - apartments,National,Apartments,166.0,-0.2,1.1,8.1
2022-09-01,2022-09,National - houses,National,Houses,168.3,0.7,2.8,11.0
2022-09-01,2022-09,National excluding Dublin - all residential properties,National excluding Dublin,All residential,185.8,0.4,2.4,11.8
2022-09-01,2022-09,National excluding Dublin - apartments,National excluding Dublin,Apartments,203.8,-1.2,-0.2,9.5
2022-09-01,2022-09,National excluding Dublin - houses,National excluding Dublin,Houses,184.3,0.5,2.6,12.0
2022-09-01,2022-09,South Dublin - houses,South Dublin,Houses,151.6,1.4,4.9,10.5
2022-09-01,2022-09,South-East - houses,South-East,Houses,191.0,0.2,3.2,12.0
2022-09-01,2022-09,South-West - houses,South-West,Houses,182.2,1.0,2.3,9.2
2022-09-01,2022-09,West - houses,West,Houses,216.6,0.5,3.8,16.6
2022-10-01,2022-10,Border - houses,Border,Houses,193.8,-0.1,0.7,11.4
2022-10-01,2022-10,Dublin - all residential properties,Dublin,All residential,150.8,-0.1,2.0,8.2
2022-10-01,2022-10,Dublin - apartments,Dublin,Apartments,153.4,1.0,2.4,8.0
2022-10-01,2022-10,Dublin - houses,Dublin,Houses,150.7,-0.3,1.9,8.3
2022-10-01,2022-10,Dublin City - houses,Dublin City,Houses,149.4,-1.1,0.1,6.7
2022-10-01,2022-10,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,147.3,-0.7,1.9,7.4
2022-10-01,2022-10,Fingal - houses,Fingal,Houses,149.6,0.5,3.3,9.9
2022-10-01,2022-10,Mid-East - houses,Mid-East,Houses,168.5,0.7,1.7,11.1
2022-10-01,2022-10,Mid-West - houses,Mid-West,Houses,187.5,-0.4,1.3,9.5
2022-10-01,2022-10,Midland - houses,Midland,Houses,203.5,-0.2,0.7,11.9
2022-10-01,2022-10,National - all residential properties,National,All residential,168.1,0.2,1.9,9.6
2022-10-01,2022-10,National - apartments,National,Apartments,167.5,0.9,1.5,8.0
2022-10-01,2022-10,National - houses,National,Houses,168.5,0.1,1.9,9.8
2022-10-01,2022-10,National excluding Dublin - all residential properties,National excluding Dublin,All residential,186.6,0.4,1.7,10.7
2022-10-01,2022-10,National excluding Dublin - apartments,National excluding Dublin,Apartments,204.8,0.5,-0.3,8.2
2022-10-01,2022-10,National excluding Dublin - houses,National excluding Dublin,Houses,185.1,0.4,1.9,10.9
2022-10-01,2022-10,South Dublin - houses,South Dublin,Houses,152.9,0.9,4.3,11.0
2022-10-01,2022-10,South-East - houses,South-East,Houses,191.0,0.0,2.0,9.7
2022-10-01,2022-10,South-West - houses,South-West,Houses,184.3,1.1,2.9,9.2
2022-10-01,2022-10,West - houses,West,Houses,217.5,0.4,2.6,15.6
2022-11-01,2022-11,Border - houses,Border,Houses,196.9,1.6,2.1,11.5
2022-11-01,2022-11,Dublin - all residential properties,Dublin,All residential,150.4,-0.2,0.6,6.9
2022-11-01,2022-11,Dublin - apartments,Dublin,Apartments,153.5,0.1,1.4,6.7
2022-11-01,2022-11,Dublin - houses,Dublin,Houses,150.2,-0.3,0.4,7.0
2022-11-01,2022-11,Dublin City - houses,Dublin City,Houses,148.4,-0.6,-0.9,4.9
2022-11-01,2022-11,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,146.4,-0.6,-0.6,5.8
2022-11-01,2022-11,Fingal - houses,Fingal,Houses,149.8,0.2,2.0,8.7
2022-11-01,2022-11,Mid-East - houses,Mid-East,Houses,170.2,1.0,2.0,10.2
2022-11-01,2022-11,Mid-West - houses,Mid-West,Houses,186.8,-0.4,-0.4,9.0
2022-11-01,2022-11,Midland - houses,Midland,Houses,204.2,0.4,0.2,9.5
2022-11-01,2022-11,National - all residential properties,National,All residential,168.4,0.2,1.0,8.5
2022-11-01,2022-11,National - apartments,National,Apartments,167.1,-0.2,0.5,6.1
2022-11-01,2022-11,National - houses,National,Houses,168.9,0.3,1.1,8.8
2022-11-01,2022-11,National excluding Dublin - all residential properties,National excluding Dublin,All residential,187.6,0.5,1.3,9.7
2022-11-01,2022-11,National excluding Dublin - apartments,National excluding Dublin,Apartments,203.1,-0.9,-1.6,4.8
2022-11-01,2022-11,National excluding Dublin - houses,National excluding Dublin,Houses,186.3,0.6,1.6,10.0
2022-11-01,2022-11,South Dublin - houses,South Dublin,Houses,153.5,0.3,2.7,11.3
2022-11-01,2022-11,South-East - houses,South-East,Houses,191.1,0.1,0.2,8.2
2022-11-01,2022-11,South-West - houses,South-West,Houses,185.5,0.7,2.9,8.5
2022-11-01,2022-11,West - houses,West,Houses,219.0,0.7,1.6,15.2
2022-12-01,2022-12,Border - houses,Border,Houses,199.8,1.5,3.1,11.3
2022-12-01,2022-12,Dublin - all residential properties,Dublin,All residential,149.9,-0.3,-0.6,5.9
2022-12-01,2022-12,Dublin - apartments,Dublin,Apartments,153.1,-0.3,0.8,5.7
2022-12-01,2022-12,Dublin - houses,Dublin,Houses,149.7,-0.4,-1.0,6.0
2022-12-01,2022-12,Dublin City - houses,Dublin City,Houses,147.1,-0.9,-2.6,3.3
2022-12-01,2022-12,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,145.7,-0.5,-1.8,5.2
2022-12-01,2022-12,Fingal - houses,Fingal,Houses,150.1,0.2,0.9,7.8
2022-12-01,2022-12,Mid-East - houses,Mid-East,Houses,171.6,0.8,2.5,9.1
2022-12-01,2022-12,Mid-West - houses,Mid-West,Houses,188.0,0.6,-0.2,9.3
2022-12-01,2022-12,Midland - houses,Midland,Houses,203.4,-0.4,-0.3,7.5
2022-12-01,2022-12,National - all residential properties,National,All residential,168.8,0.2,0.6,7.7
2022-12-01,2022-12,National - apartments,National,Apartments,167.3,0.1,0.8,5.4
2022-12-01,2022-12,National - houses,National,Houses,169.3,0.2,0.6,8.0
2022-12-01,2022-12,National excluding Dublin - all residential properties,National excluding Dublin,All residential,188.8,0.6,1.6,9.1
2022-12-01,2022-12,National excluding Dublin - apartments,National excluding Dublin,Apartments,205.0,0.9,0.5,4.6
2022-12-01,2022-12,National excluding Dublin - houses,National excluding Dublin,Houses,187.4,0.6,1.7,9.4
2022-12-01,2022-12,South Dublin - houses,South Dublin,Houses,154.0,0.3,1.6,10.6
2022-12-01,2022-12,South-East - houses,South-East,Houses,189.2,-1.0,-0.9,6.6
2022-12-01,2022-12,South-West - houses,South-West,Houses,187.2,0.9,2.7,8.8
2022-12-01,2022-12,West - houses,West,Houses,221.7,1.2,2.3,14.5
2023-01-01,2023-01,Border - houses,Border,Houses,201.4,0.8,4.0,9.6
2023-01-01,2023-01,Dublin - all residential properties,Dublin,All residential,148.3,-1.1,-1.6,4.3
2023-01-01,2023-01,Dublin - apartments,Dublin,Apartments,151.6,-1.0,-1.2,4.0
2023-01-01,2023-01,Dublin - houses,Dublin,Houses,148.1,-1.1,-1.7,4.4
2023-01-01,2023-01,Dublin City - houses,Dublin City,Houses,144.4,-1.8,-3.3,0.9
2023-01-01,2023-01,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,143.9,-1.2,-2.3,4.1
2023-01-01,2023-01,Fingal - houses,Fingal,Houses,149.6,-0.3,0.0,6.5
2023-01-01,2023-01,Mid-East - houses,Mid-East,Houses,170.7,-0.5,1.3,7.8
2023-01-01,2023-01,Mid-West - houses,Mid-West,Houses,186.6,-0.7,-0.5,5.7
2023-01-01,2023-01,Midland - houses,Midland,Houses,205.0,0.8,0.7,7.0
2023-01-01,2023-01,National - all residential properties,National,All residential,167.9,-0.5,-0.1,6.2
2023-01-01,2023-01,National - apartments,National,Apartments,166.5,-0.5,-0.6,4.3
2023-01-01,2023-01,National - houses,National,Houses,168.4,-0.5,-0.1,6.4
2023-01-01,2023-01,National excluding Dublin - all residential properties,National excluding Dublin,All residential,188.5,-0.1,1.0,7.6
2023-01-01,2023-01,National excluding Dublin - apartments,National excluding Dublin,Apartments,206.1,0.6,0.6,4.9
2023-01-01,2023-01,National excluding Dublin - houses,National excluding Dublin,Houses,187.1,-0.2,1.1,7.8
2023-01-01,2023-01,South Dublin - houses,South Dublin,Houses,153.2,-0.5,0.2,9.6
2023-01-01,2023-01,South-East - houses,South-East,Houses,191.4,1.1,0.2,7.2
2023-01-01,2023-01,South-West - houses,South-West,Houses,186.3,-0.5,1.1,7.7
2023-01-01,2023-01,West - houses,West,Houses,219.5,-1.0,0.9,9.9
2023-02-01,2023-02,Border - houses,Border,Houses,203.2,0.9,3.2,8.6
2023-02-01,2023-02,Dublin - all residential properties,Dublin,All residential,147.6,-0.5,-1.9,3.1
2023-02-01,2023-02,Dublin - apartments,Dublin,Apartments,151.7,0.0,-1.2,3.7
2023-02-01,2023-02,Dublin - houses,Dublin,Houses,147.1,-0.7,-2.1,2.9
2023-02-01,2023-02,Dublin City - houses,Dublin City,Houses,143.6,-0.5,-3.2,-0.5
2023-02-01,2023-02,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,142.3,-1.1,-2.8,1.9
2023-02-01,2023-02,Fingal - houses,Fingal,Houses,148.8,-0.5,-0.7,5.0
2023-02-01,2023-02,Mid-East - houses,Mid-East,Houses,171.0,0.2,0.5,7.5
2023-02-01,2023-02,Mid-West - houses,Mid-West,Houses,184.9,-0.9,-1.0,3.8
2023-02-01,2023-02,Midland - houses,Midland,Houses,207.0,1.0,1.4,7.1
2023-02-01,2023-02,National - all residential properties,National,All residential,167.3,-0.3,-0.6,5.1
2023-02-01,2023-02,National - apartments,National,Apartments,166.3,-0.1,-0.5,3.5
2023-02-01,2023-02,National - houses,National,Houses,167.8,-0.3,-0.7,5.4
2023-02-01,2023-02,National excluding Dublin - all residential properties,National excluding Dublin,All residential,188.3,-0.1,0.4,6.8
2023-02-01,2023-02,National excluding Dublin - apartments,National excluding Dublin,Apartments,205.1,-0.5,1.0,2.9
2023-02-01,2023-02,National excluding Dublin - houses,National excluding Dublin,Houses,186.9,-0.1,0.3,7.0
2023-02-01,2023-02,South Dublin - houses,South Dublin,Houses,152.7,-0.3,-0.5,9.7
2023-02-01,2023-02,South-East - houses,South-East,Houses,190.8,-0.3,-0.2,5.9
2023-02-01,2023-02,South-West - houses,South-West,Houses,185.7,-0.3,0.1,7.3
2023-02-01,2023-02,West - houses,West,Houses,217.3,-1.0,-0.8,8.3
2023-03-01,2023-03,Border - houses,Border,Houses,201.7,-0.7,0.9,6.9
2023-03-01,2023-03,Dublin - all residential properties,Dublin,All residential,146.3,-0.8,-2.4,1.9
2023-03-01,2023-03,Dublin - apartments,Dublin,Apartments,150.6,-0.7,-1.7,2.3
2023-03-01,2023-03,Dublin - houses,Dublin,Houses,145.8,-0.8,-2.6,1.8
2023-03-01,2023-03,Dublin City - houses,Dublin City,Houses,142.9,-0.5,-2.8,-1.4
2023-03-01,2023-03,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,141.6,-0.4,-2.8,1.6
2023-03-01,2023-03,Fingal - houses,Fingal,Houses,146.7,-1.4,-2.2,2.9
2023-03-01,2023-03,Mid-East - houses,Mid-East,Houses,169.7,-0.8,-1.1,6.0
2023-03-01,2023-03,Mid-West - houses,Mid-West,Houses,182.9,-1.1,-2.7,2.2
2023-03-01,2023-03,Midland - houses,Midland,Houses,208.0,0.4,2.2,7.1
2023-03-01,2023-03,National - all residential properties,National,All residential,166.3,-0.6,-1.5,4.0
2023-03-01,2023-03,National - apartments,National,Apartments,165.3,-0.6,-1.2,2.3
2023-03-01,2023-03,National - houses,National,Houses,166.8,-0.6,-1.5,4.2
2023-03-01,2023-03,National excluding Dublin - all residential properties,National excluding Dublin,All residential,187.4,-0.5,-0.7,5.6
2023-03-01,2023-03,National excluding Dublin - apartments,National excluding Dublin,Apartments,204.5,-0.3,-0.2,2.2
2023-03-01,2023-03,National excluding Dublin - houses,National excluding Dublin,Houses,186.0,-0.5,-0.8,5.9
2023-03-01,2023-03,South Dublin - houses,South Dublin,Houses,150.6,-1.4,-2.2,7.6
2023-03-01,2023-03,South-East - houses,South-East,Houses,191.0,0.1,0.9,5.5
2023-03-01,2023-03,South-West - houses,South-West,Houses,185.8,0.1,-0.7,7.0
2023-03-01,2023-03,West - houses,West,Houses,214.7,-1.2,-3.2,5.4
2023-04-01,2023-04,Border - houses,Border,Houses,198.9,-1.4,-1.3,4.1
2023-04-01,2023-04,Dublin - all residential properties,Dublin,All residential,145.1,-0.9,-2.2,0.8
2023-04-01,2023-04,Dublin - apartments,Dublin,Apartments,149.4,-0.8,-1.5,1.2
2023-04-01,2023-04,Dublin - houses,Dublin,Houses,144.6,-0.9,-2.4,0.8
2023-04-01,2023-04,Dublin City - houses,Dublin City,Houses,141.9,-0.8,-1.8,-2.6
2023-04-01,2023-04,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,139.9,-1.2,-2.8,0.8
2023-04-01,2023-04,Fingal - houses,Fingal,Houses,146.4,-0.2,-2.2,3.1
2023-04-01,2023-04,Mid-East - houses,Mid-East,Houses,170.8,0.7,0.0,6.3
2023-04-01,2023-04,Mid-West - houses,Mid-West,Houses,187.6,2.6,0.5,5.8
2023-04-01,2023-04,Midland - houses,Midland,Houses,207.9,0.0,1.4,6.9
2023-04-01,2023-04,National - all residential properties,National,All residential,166.1,-0.1,-1.0,3.5
2023-04-01,2023-04,National - apartments,National,Apartments,164.9,-0.3,-1.0,1.6
2023-04-01,2023-04,National - houses,National,Houses,166.7,-0.1,-1.0,3.8
2023-04-01,2023-04,National excluding Dublin - all residential properties,National excluding Dublin,All residential,188.3,0.5,-0.1,5.6
2023-04-01,2023-04,National excluding Dublin - apartments,National excluding Dublin,Apartments,206.2,0.8,0.0,2.3
2023-04-01,2023-04,National excluding Dublin - houses,National excluding Dublin,Houses,186.8,0.5,-0.1,5.8
2023-04-01,2023-04,South Dublin - houses,South Dublin,Houses,148.4,-1.4,-3.1,5.0
2023-04-01,2023-04,South-East - houses,South-East,Houses,192.0,0.5,0.3,5.1
2023-04-01,2023-04,South-West - houses,South-West,Houses,185.9,0.1,-0.2,5.4
2023-04-01,2023-04,West - houses,West,Houses,215.0,0.2,-2.1,5.9
2023-05-01,2023-05,Border - houses,Border,Houses,199.2,0.2,-1.9,4.6
2023-05-01,2023-05,Dublin - all residential properties,Dublin,All residential,144.8,-0.2,-1.9,-0.1
2023-05-01,2023-05,Dublin - apartments,Dublin,Apartments,149.2,-0.1,-1.6,0.9
2023-05-01,2023-05,Dublin - houses,Dublin,Houses,144.3,-0.2,-1.9,-0.3
2023-05-01,2023-05,Dublin City - houses,Dublin City,Houses,141.7,-0.1,-1.4,-3.4
2023-05-01,2023-05,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,138.6,-0.9,-2.6,-1.3
2023-05-01,2023-05,Fingal - houses,Fingal,Houses,146.6,0.2,-1.5,2.5
2023-05-01,2023-05,Mid-East - houses,Mid-East,Houses,170.5,-0.1,-0.3,5.5
2023-05-01,2023-05,Mid-West - houses,Mid-West,Houses,187.9,0.1,1.6,4.7
2023-05-01,2023-05,Midland - houses,Midland,Houses,207.6,-0.2,0.3,5.1
2023-05-01,2023-05,National - all residential properties,National,All residential,165.9,-0.2,-0.9,2.6
2023-05-01,2023-05,National - apartments,National,Apartments,165.0,0.1,-0.8,1.2
2023-05-01,2023-05,National - houses,National,Houses,166.4,-0.2,-0.9,2.8
2023-05-01,2023-05,National excluding Dublin - all residential properties,National excluding Dublin,All residential,188.1,-0.1,-0.1,4.6
2023-05-01,2023-05,National excluding Dublin - apartments,National excluding Dublin,Apartments,207.2,0.5,1.0,1.9
2023-05-01,2023-05,National excluding Dublin - houses,National excluding Dublin,Houses,186.5,-0.2,-0.2,4.8
2023-05-01,2023-05,South Dublin - houses,South Dublin,Houses,148.7,0.2,-2.6,4.5
2023-05-01,2023-05,South-East - houses,South-East,Houses,191.6,-0.2,0.4,3.7
2023-05-01,2023-05,South-West - houses,South-West,Houses,184.1,-1.0,-0.8,4.1
2023-05-01,2023-05,West - houses,West,Houses,216.9,0.9,-0.1,5.3
2023-06-01,2023-06,Border - houses,Border,Houses,197.8,-0.7,-1.9,3.4
2023-06-01,2023-06,Dublin - all residential properties,Dublin,All residential,145.4,0.4,-0.7,-0.8
2023-06-01,2023-06,Dublin - apartments,Dublin,Apartments,149.3,0.0,-0.8,0.0
2023-06-01,2023-06,Dublin - houses,Dublin,Houses,144.9,0.5,-0.6,-1.0
2023-06-01,2023-06,Dublin City - houses,Dublin City,Houses,141.9,0.2,-0.7,-4.0
2023-06-01,2023-06,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,140.0,1.0,-1.1,-1.9
2023-06-01,2023-06,Fingal - houses,Fingal,Houses,147.5,0.6,0.5,2.0
2023-06-01,2023-06,Mid-East - houses,Mid-East,Houses,171.7,0.7,1.2,4.7
2023-06-01,2023-06,Mid-West - houses,Mid-West,Houses,190.7,1.5,4.3,5.2
2023-06-01,2023-06,Midland - houses,Midland,Houses,207.1,-0.2,-0.4,3.4
2023-06-01,2023-06,National - all residential properties,National,All residential,166.9,0.6,0.3,2.1
2023-06-01,2023-06,National - apartments,National,Apartments,165.3,0.2,0.0,0.6
2023-06-01,2023-06,National - houses,National,Houses,167.4,0.6,0.4,2.3
2023-06-01,2023-06,National excluding Dublin - all residential properties,National excluding Dublin,All residential,189.5,0.7,1.1,4.4
2023-06-01,2023-06,National excluding Dublin - apartments,National excluding Dublin,Apartments,208.2,0.5,1.8,1.9
2023-06-01,2023-06,National excluding Dublin - houses,National excluding Dublin,Houses,187.9,0.8,1.1,4.6
2023-06-01,2023-06,South Dublin - houses,South Dublin,Houses,148.7,0.0,-1.3,2.9
2023-06-01,2023-06,South-East - houses,South-East,Houses,194.8,1.7,2.0,5.3
2023-06-01,2023-06,South-West - houses,South-West,Houses,186.0,1.0,0.1,4.4
2023-06-01,2023-06,West - houses,West,Houses,217.8,0.4,1.5,4.4
2023-07-01,2023-07,Border - houses,Border,Houses,197.4,-0.2,-0.8,2.6
2023-07-01,2023-07,Dublin - all residential properties,Dublin,All residential,145.9,0.4,0.6,-1.3
2023-07-01,2023-07,Dublin - apartments,Dublin,Apartments,150.0,0.5,0.4,0.1
2023-07-01,2023-07,Dublin - houses,Dublin,Houses,145.4,0.3,0.6,-1.6
2023-07-01,2023-07,Dublin City - houses,Dublin City,Houses,142.9,0.7,0.8,-4.2
2023-07-01,2023-07,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,141.4,1.0,1.1,-2.2
2023-07-01,2023-07,Fingal - houses,Fingal,Houses,146.7,-0.6,0.2,1.2
2023-07-01,2023-07,Mid-East - houses,Mid-East,Houses,171.7,0.0,0.5,3.6
2023-07-01,2023-07,Mid-West - houses,Mid-West,Houses,194.0,1.8,3.4,4.8
2023-07-01,2023-07,Midland - houses,Midland,Houses,208.0,0.4,0.0,2.9
2023-07-01,2023-07,National - all residential properties,National,All residential,167.7,0.5,1.0,1.7
2023-07-01,2023-07,National - apartments,National,Apartments,166.0,0.4,0.7,0.6
2023-07-01,2023-07,National - houses,National,Houses,168.3,0.5,1.0,1.8
2023-07-01,2023-07,National excluding Dublin - all residential properties,National excluding Dublin,All residential,190.7,0.6,1.3,4.0
2023-07-01,2023-07,National excluding Dublin - apartments,National excluding Dublin,Apartments,208.6,0.2,1.2,1.5
2023-07-01,2023-07,National excluding Dublin - houses,National excluding Dublin,Houses,189.2,0.7,1.3,4.1
2023-07-01,2023-07,South Dublin - houses,South Dublin,Houses,148.5,-0.1,0.1,1.3
2023-07-01,2023-07,South-East - houses,South-East,Houses,197.3,1.3,2.8,5.4
2023-07-01,2023-07,South-West - houses,South-West,Houses,188.1,1.2,1.2,5.0
2023-07-01,2023-07,West - houses,West,Houses,219.7,0.9,2.2,3.6
2023-08-01,2023-08,Border - houses,Border,Houses,197.9,0.3,-0.7,2.6
2023-08-01,2023-08,Dublin - all residential properties,Dublin,All residential,146.9,0.7,1.4,-1.8
